original_number,capture_iteration,capture_state,capture_number
747,14,EVEN,4264
747,15,EVEN,2132
747,16,EVEN,1066
747,17,ODD,533
747,18,EVEN,1600
747,19,EVEN,800
747,20,EVEN,400
747,21,EVEN,200
747,22,EVEN,100
747,23,EVEN,50
747,24,ODD,25
747,25,EVEN,76
747,26,EVEN,38
747,27,ODD,19
747,28,EVEN,58
747,29,ODD,29
747,30,EVEN,88
747,31,EVEN,44
747,32,EVEN,22
747,33,ODD,11
747,34,EVEN,34
747,35,ODD,17
747,36,EVEN,52
747,37,EVEN,26
747,38,ODD,13
747,39,EVEN,40
747,40,EVEN,20
747,41,EVEN,10
747,42,ODD,5
747,43,EVEN,16
747,44,EVEN,8
747,45,EVEN,4
747,46,EVEN,2
747,47,END,1
149,1,ODD,149
149,2,EVEN,448
149,3,EVEN,224
149,4,EVEN,112
149,5,EVEN,56
149,6,EVEN,28
149,7,EVEN,14
149,8,ODD,7
149,9,EVEN,22
149,10,ODD,11
149,11,EVEN,34
149,12,ODD,17
149,13,EVEN,52
149,14,EVEN,26
149,15,ODD,13
149,16,EVEN,40
149,17,EVEN,20
149,18,EVEN,10
149,19,ODD,5
149,20,EVEN,16
149,21,EVEN,8
149,22,EVEN,4
149,23,EVEN,2
149,24,END,1
746,1,EVEN,746
746,2,ODD,373
746,3,EVEN,1120
746,4,EVEN,560
746,5,EVEN,280
746,6,EVEN,140
746,7,EVEN,70
746,8,ODD,35
746,9,EVEN,106
746,10,ODD,53
746,11,EVEN,160
746,12,EVEN,80
746,13,EVEN,40
746,14,EVEN,20
746,15,EVEN,10
746,16,ODD,5
746,17,EVEN,16
746,18,EVEN,8
746,19,EVEN,4
746,20,EVEN,2
746,21,END,1
944,1,EVEN,944
944,2,EVEN,472
944,3,EVEN,236
944,4,EVEN,118
944,5,ODD,59
944,6,EVEN,178
944,7,ODD,89
944,8,EVEN,268
944,9,EVEN,134
944,10,ODD,67
944,11,EVEN,202
944,12,ODD,101
944,13,EVEN,304
944,14,EVEN,152
944,15,EVEN,76
944,16,EVEN,38
944,17,ODD,19
944,18,EVEN,58
944,19,ODD,29
944,20,EVEN,88
944,21,EVEN,44
944,22,EVEN,22
944,23,ODD,11
944,24,EVEN,34
944,25,ODD,17
944,26,EVEN,52
944,27,EVEN,26
944,28,ODD,13
944,29,EVEN,40
944,30,EVEN,20
944,31,EVEN,10
944,32,ODD,5
944,33,EVEN,16
944,34,EVEN,8
944,35,EVEN,4
944,36,EVEN,2
944,37,END,1
739,1,ODD,739
739,2,EVEN,2218
739,3,ODD,1109
739,4,EVEN,3328
739,5,EVEN,1664
739,6,EVEN,832
739,7,EVEN,416
739,8,EVEN,208
739,9,EVEN,104
739,10,EVEN,52
739,11,EVEN,26
739,12,ODD,13
739,13,EVEN,40
739,14,EVEN,20
739,15,EVEN,10
739,16,ODD,5
739,17,EVEN,16
739,18,EVEN,8
739,19,EVEN,4
739,20,EVEN,2
739,21,END,1
936,1,EVEN,936
936,2,EVEN,468
936,3,EVEN,234
936,4,ODD,117
936,5,EVEN,352
936,6,EVEN,176
936,7,EVEN,88
936,8,EVEN,44
936,9,EVEN,22
936,10,ODD,11
936,11,EVEN,34
936,12,ODD,17
936,13,EVEN,52
936,14,EVEN,26
936,15,ODD,13
936,16,EVEN,40
936,17,EVEN,20
936,18,EVEN,10
936,19,ODD,5
936,20,EVEN,16
936,21,EVEN,8
936,22,EVEN,4
936,23,EVEN,2
936,24,END,1
869,1,ODD,869
869,2,EVEN,2608
869,3,EVEN,1304
869,4,EVEN,652
869,5,EVEN,326
869,6,ODD,163
869,7,EVEN,490
869,8,ODD,245
869,9,EVEN,736
869,10,EVEN,368
869,11,EVEN,184
869,12,EVEN,92
869,13,EVEN,46
869,14,ODD,23
869,15,EVEN,70
869,16,ODD,35
869,17,EVEN,106
869,18,ODD,53
869,19,EVEN,160
869,20,EVEN,80
869,21,EVEN,40
869,22,EVEN,20
869,23,EVEN,10
869,24,ODD,5
869,25,EVEN,16
869,26,EVEN,8
869,27,EVEN,4
869,28,EVEN,2
869,29,END,1
134,1,EVEN,134
134,2,ODD,67
134,3,EVEN,202
134,4,ODD,101
134,5,EVEN,304
134,6,EVEN,152
134,7,EVEN,76
134,8,EVEN,38
134,9,ODD,19
134,10,EVEN,58
134,11,ODD,29
134,12,EVEN,88
134,13,EVEN,44
134,14,EVEN,22
134,15,ODD,11
134,16,EVEN,34
134,17,ODD,17
134,18,EVEN,52
134,19,EVEN,26
134,20,ODD,13
134,21,EVEN,40
134,22,EVEN,20
134,23,EVEN,10
134,24,ODD,5
134,25,EVEN,16
134,26,EVEN,8
134,27,EVEN,4
134,28,EVEN,2
134,29,END,1
994,1,EVEN,994
994,2,ODD,497
994,3,EVEN,1492
994,4,EVEN,746
994,5,ODD,373
994,6,EVEN,1120
994,7,EVEN,560
994,8,EVEN,280
994,9,EVEN,140
994,10,EVEN,70
994,11,ODD,35
994,12,EVEN,106
994,13,ODD,53
994,14,EVEN,160
994,15,EVEN,80
994,16,EVEN,40
994,17,EVEN,20
994,18,EVEN,10
994,19,ODD,5
994,20,EVEN,16
994,21,EVEN,8
994,22,EVEN,4
994,23,EVEN,2
994,24,END,1
536,1,EVEN,536
536,2,EVEN,268
536,3,EVEN,134
536,4,ODD,67
536,5,EVEN,202
536,6,ODD,101
536,7,EVEN,304
536,8,EVEN,152
536,9,EVEN,76
536,10,EVEN,38
536,11,ODD,19
536,12,EVEN,58
536,13,ODD,29
536,14,EVEN,88
536,15,EVEN,44
536,16,EVEN,22
536,17,ODD,11
536,18,EVEN,34
536,19,ODD,17
536,20,EVEN,52
536,21,EVEN,26
536,22,ODD,13
536,23,EVEN,40
536,24,EVEN,20
536,25,EVEN,10
536,26,ODD,5
536,27,EVEN,16
536,28,EVEN,8
536,29,EVEN,4
536,30,EVEN,2
536,31,END,1
766,1,EVEN,766
766,2,ODD,383
766,3,EVEN,1150
766,4,ODD,575
766,5,EVEN,1726
766,6,ODD,863
766,7,EVEN,2590
766,8,ODD,1295
766,9,EVEN,3886
766,10,ODD,1943
766,11,EVEN,5830
766,12,ODD,2915
766,13,EVEN,8746
766,14,ODD,4373
766,15,EVEN,13120
766,16,EVEN,6560
766,17,EVEN,3280
766,18,EVEN,1640
766,19,EVEN,820
766,20,EVEN,410
766,21,ODD,205
766,22,EVEN,616
766,23,EVEN,308
766,24,EVEN,154
766,25,ODD,77
766,26,EVEN,232
766,27,EVEN,116
766,28,EVEN,58
766,29,ODD,29
766,30,EVEN,88
766,31,EVEN,44
766,32,EVEN,22
766,33,ODD,11
766,34,EVEN,34
766,35,ODD,17
766,36,EVEN,52
766,37,EVEN,26
766,38,ODD,13
766,39,EVEN,40
766,40,EVEN,20
766,41,EVEN,10
766,42,ODD,5
766,43,EVEN,16
766,44,EVEN,8
766,45,EVEN,4
766,46,EVEN,2
766,47,END,1
841,1,ODD,841
841,2,EVEN,2524
841,3,EVEN,1262
841,4,ODD,631
841,5,EVEN,1894
841,6,ODD,947
841,7,EVEN,2842
841,8,ODD,1421
841,9,EVEN,4264
841,10,EVEN,2132
841,11,EVEN,1066
841,12,ODD,533
841,13,EVEN,1600
841,14,EVEN,800
841,15,EVEN,400
841,16,EVEN,200
841,17,EVEN,100
841,18,EVEN,50
841,19,ODD,25
841,20,EVEN,76
841,21,EVEN,38
841,22,ODD,19
841,23,EVEN,58
841,24,ODD,29
841,25,EVEN,88
841,26,EVEN,44
841,27,EVEN,22
841,28,ODD,11
841,29,EVEN,34
841,30,ODD,17
841,31,EVEN,52
841,32,EVEN,26
841,33,ODD,13
841,34,EVEN,40
841,35,EVEN,20
841,36,EVEN,10
841,37,ODD,5
841,38,EVEN,16
841,39,EVEN,8
841,40,EVEN,4
841,41,EVEN,2
841,42,END,1
722,1,EVEN,722
722,2,ODD,361
722,3,EVEN,1084
722,4,EVEN,542
722,5,ODD,271
722,6,EVEN,814
722,7,ODD,407
722,8,EVEN,1222
722,9,ODD,611
722,10,EVEN,1834
722,11,ODD,917
722,12,EVEN,2752
722,13,EVEN,1376
722,14,EVEN,688
722,15,EVEN,344
722,16,EVEN,172
722,17,EVEN,86
722,18,ODD,43
722,19,EVEN,130
722,20,ODD,65
722,21,EVEN,196
722,22,EVEN,98
722,23,ODD,49
722,24,EVEN,148
722,25,EVEN,74
722,26,ODD,37
722,27,EVEN,112
722,28,EVEN,56
722,29,EVEN,28
722,30,EVEN,14
722,31,ODD,7
722,32,EVEN,22
722,33,ODD,11
722,34,EVEN,34
722,35,ODD,17
722,36,EVEN,52
722,37,EVEN,26
722,38,ODD,13
722,39,EVEN,40
722,40,EVEN,20
722,41,EVEN,10
722,42,ODD,5
722,43,EVEN,16
722,44,EVEN,8
722,45,EVEN,4
722,46,EVEN,2
722,47,END,1
729,1,ODD,729
729,2,EVEN,2188
729,3,EVEN,1094
729,4,ODD,547
729,5,EVEN,1642
729,6,ODD,821
729,7,EVEN,2464
729,8,EVEN,1232
729,9,EVEN,616
729,10,EVEN,308
729,11,EVEN,154
729,12,ODD,77
729,13,EVEN,232
729,14,EVEN,116
729,15,EVEN,58
729,16,ODD,29
729,17,EVEN,88
729,18,EVEN,44
729,19,EVEN,22
729,20,ODD,11
729,21,EVEN,34
729,22,ODD,17
729,23,EVEN,52
729,24,EVEN,26
729,25,ODD,13
729,26,EVEN,40
729,27,EVEN,20
729,28,EVEN,10
729,29,ODD,5
729,30,EVEN,16
729,31,EVEN,8
729,32,EVEN,4
729,33,EVEN,2
729,34,END,1
844,1,EVEN,844
844,2,EVEN,422
844,3,ODD,211
844,4,EVEN,634
844,5,ODD,317
844,6,EVEN,952
844,7,EVEN,476
844,8,EVEN,238
844,9,ODD,119
844,10,EVEN,358
844,11,ODD,179
844,12,EVEN,538
844,13,ODD,269
844,14,EVEN,808
844,15,EVEN,404
844,16,EVEN,202
844,17,ODD,101
844,18,EVEN,304
844,19,EVEN,152
844,20,EVEN,76
844,21,EVEN,38
844,22,ODD,19
844,23,EVEN,58
844,24,ODD,29
844,25,EVEN,88
844,26,EVEN,44
844,27,EVEN,22
844,28,ODD,11
844,29,EVEN,34
844,30,ODD,17
844,31,EVEN,52
844,32,EVEN,26
844,33,ODD,13
844,34,EVEN,40
844,35,EVEN,20
844,36,EVEN,10
844,37,ODD,5
844,38,EVEN,16
844,39,EVEN,8
844,40,EVEN,4
844,41,EVEN,2
844,42,END,1
102,1,EVEN,102
102,2,ODD,51
102,3,EVEN,154
102,4,ODD,77
102,5,EVEN,232
102,6,EVEN,116
102,7,EVEN,58
102,8,ODD,29
102,9,EVEN,88
102,10,EVEN,44
102,11,EVEN,22
102,12,ODD,11
102,13,EVEN,34
102,14,ODD,17
102,15,EVEN,52
102,16,EVEN,26
102,17,ODD,13
102,18,EVEN,40
102,19,EVEN,20
102,20,EVEN,10
102,21,ODD,5
102,22,EVEN,16
102,23,EVEN,8
102,24,EVEN,4
102,25,EVEN,2
102,26,END,1
520,1,EVEN,520
520,2,EVEN,260
520,3,EVEN,130
520,4,ODD,65
520,5,EVEN,196
520,6,EVEN,98
520,7,ODD,49
520,8,EVEN,148
520,9,EVEN,74
520,10,ODD,37
520,11,EVEN,112
520,12,EVEN,56
520,13,EVEN,28
520,14,EVEN,14
520,15,ODD,7
520,16,EVEN,22
520,17,ODD,11
520,18,EVEN,34
520,19,ODD,17
520,20,EVEN,52
520,21,EVEN,26
520,22,ODD,13
520,23,EVEN,40
520,24,EVEN,20
520,25,EVEN,10
520,26,ODD,5
520,27,EVEN,16
520,28,EVEN,8
520,29,EVEN,4
520,30,EVEN,2
520,31,END,1
536,1,EVEN,536
536,2,EVEN,268
536,3,EVEN,134
536,4,ODD,67
536,5,EVEN,202
536,6,ODD,101
536,7,EVEN,304
536,8,EVEN,152
536,9,EVEN,76
536,10,EVEN,38
536,11,ODD,19
536,12,EVEN,58
536,13,ODD,29
536,14,EVEN,88
536,15,EVEN,44
536,16,EVEN,22
536,17,ODD,11
536,18,EVEN,34
536,19,ODD,17
536,20,EVEN,52
536,21,EVEN,26
536,22,ODD,13
536,23,EVEN,40
536,24,EVEN,20
536,25,EVEN,10
536,26,ODD,5
536,27,EVEN,16
536,28,EVEN,8
536,29,EVEN,4
536,30,EVEN,2
536,31,END,1
522,1,EVEN,522
522,2,ODD,261
522,3,EVEN,784
522,4,EVEN,392
522,5,EVEN,196
522,6,EVEN,98
522,7,ODD,49
522,8,EVEN,148
522,9,EVEN,74
522,10,ODD,37
522,11,EVEN,112
522,12,EVEN,56
522,13,EVEN,28
522,14,EVEN,14
522,15,ODD,7
522,16,EVEN,22
522,17,ODD,11
522,18,EVEN,34
522,19,ODD,17
522,20,EVEN,52
522,21,EVEN,26
522,22,ODD,13
522,23,EVEN,40
522,24,EVEN,20
522,25,EVEN,10
522,26,ODD,5
522,27,EVEN,16
522,28,EVEN,8
522,29,EVEN,4
522,30,EVEN,2
522,31,END,1
158,1,EVEN,158
158,2,ODD,79
158,3,EVEN,238
158,4,ODD,119
158,5,EVEN,358
158,6,ODD,179
158,7,EVEN,538
158,8,ODD,269
158,9,EVEN,808
158,10,EVEN,404
158,11,EVEN,202
158,12,ODD,101
158,13,EVEN,304
158,14,EVEN,152
158,15,EVEN,76
158,16,EVEN,38
158,17,ODD,19
158,18,EVEN,58
158,19,ODD,29
158,20,EVEN,88
158,21,EVEN,44
158,22,EVEN,22
158,23,ODD,11
158,24,EVEN,34
158,25,ODD,17
158,26,EVEN,52
158,27,EVEN,26
158,28,ODD,13
158,29,EVEN,40
158,30,EVEN,20
158,31,EVEN,10
158,32,ODD,5
158,33,EVEN,16
158,34,EVEN,8
158,35,EVEN,4
158,36,EVEN,2
158,37,END,1
821,1,ODD,821
821,2,EVEN,2464
821,3,EVEN,1232
821,4,EVEN,616
821,5,EVEN,308
821,6,EVEN,154
821,7,ODD,77
821,8,EVEN,232
821,9,EVEN,116
821,10,EVEN,58
821,11,ODD,29
821,12,EVEN,88
821,13,EVEN,44
821,14,EVEN,22
821,15,ODD,11
821,16,EVEN,34
821,17,ODD,17
821,18,EVEN,52
821,19,EVEN,26
821,20,ODD,13
821,21,EVEN,40
821,22,EVEN,20
821,23,EVEN,10
821,24,ODD,5
821,25,EVEN,16
821,26,EVEN,8
821,27,EVEN,4
821,28,EVEN,2
821,29,END,1
820,1,EVEN,820
820,2,EVEN,410
820,3,ODD,205
820,4,EVEN,616
820,5,EVEN,308
820,6,EVEN,154
820,7,ODD,77
820,8,EVEN,232
820,9,EVEN,116
820,10,EVEN,58
820,11,ODD,29
820,12,EVEN,88
820,13,EVEN,44
820,14,EVEN,22
820,15,ODD,11
820,16,EVEN,34
820,17,ODD,17
820,18,EVEN,52
820,19,EVEN,26
820,20,ODD,13
820,21,EVEN,40
820,22,EVEN,20
820,23,EVEN,10
820,24,ODD,5
820,25,EVEN,16
820,26,EVEN,8
820,27,EVEN,4
820,28,EVEN,2
820,29,END,1
910,1,EVEN,910
910,2,ODD,455
910,3,EVEN,1366
910,4,ODD,683
910,5,EVEN,2050
910,6,ODD,1025
910,7,EVEN,3076
910,8,EVEN,1538
910,9,ODD,769
910,10,EVEN,2308
910,11,EVEN,1154
910,12,ODD,577
910,13,EVEN,1732
910,14,EVEN,866
910,15,ODD,433
910,16,EVEN,1300
910,17,EVEN,650
910,18,ODD,325
910,19,EVEN,976
910,20,EVEN,488
910,21,EVEN,244
910,22,EVEN,122
910,23,ODD,61
910,24,EVEN,184
910,25,EVEN,92
910,26,EVEN,46
910,27,ODD,23
910,28,EVEN,70
910,29,ODD,35
910,30,EVEN,106
910,31,ODD,53
910,32,EVEN,160
910,33,EVEN,80
910,34,EVEN,40
910,35,EVEN,20
910,36,EVEN,10
910,37,ODD,5
910,38,EVEN,16
910,39,EVEN,8
910,40,EVEN,4
910,41,EVEN,2
910,42,END,1
836,1,EVEN,836
836,2,EVEN,418
836,3,ODD,209
836,4,EVEN,628
836,5,EVEN,314
836,6,ODD,157
836,7,EVEN,472
836,8,EVEN,236
836,9,EVEN,118
836,10,ODD,59
836,11,EVEN,178
836,12,ODD,89
836,13,EVEN,268
836,14,EVEN,134
836,15,ODD,67
836,16,EVEN,202
836,17,ODD,101
836,18,EVEN,304
836,19,EVEN,152
836,20,EVEN,76
836,21,EVEN,38
836,22,ODD,19
836,23,EVEN,58
836,24,ODD,29
836,25,EVEN,88
836,26,EVEN,44
836,27,EVEN,22
836,28,ODD,11
836,29,EVEN,34
836,30,ODD,17
836,31,EVEN,52
836,32,EVEN,26
836,33,ODD,13
836,34,EVEN,40
836,35,EVEN,20
836,36,EVEN,10
836,37,ODD,5
836,38,EVEN,16
836,39,EVEN,8
836,40,EVEN,4
836,41,EVEN,2
836,42,END,1
814,1,EVEN,814
814,2,ODD,407
814,3,EVEN,1222
814,4,ODD,611
814,5,EVEN,1834
814,6,ODD,917
814,7,EVEN,2752
814,8,EVEN,1376
814,9,EVEN,688
814,10,EVEN,344
814,11,EVEN,172
814,12,EVEN,86
814,13,ODD,43
814,14,EVEN,130
814,15,ODD,65
814,16,EVEN,196
814,17,EVEN,98
814,18,ODD,49
814,19,EVEN,148
814,20,EVEN,74
814,21,ODD,37
814,22,EVEN,112
814,23,EVEN,56
814,24,EVEN,28
814,25,EVEN,14
814,26,ODD,7
814,27,EVEN,22
814,28,ODD,11
814,29,EVEN,34
814,30,ODD,17
814,31,EVEN,52
814,32,EVEN,26
814,33,ODD,13
814,34,EVEN,40
814,35,EVEN,20
814,36,EVEN,10
814,37,ODD,5
814,38,EVEN,16
814,39,EVEN,8
814,40,EVEN,4
814,41,EVEN,2
814,42,END,1
723,1,ODD,723
723,2,EVEN,2170
723,3,ODD,1085
723,4,EVEN,3256
723,5,EVEN,1628
723,6,EVEN,814
723,7,ODD,407
723,8,EVEN,1222
723,9,ODD,611
723,10,EVEN,1834
723,11,ODD,917
723,12,EVEN,2752
723,13,EVEN,1376
723,14,EVEN,688
723,15,EVEN,344
723,16,EVEN,172
723,17,EVEN,86
723,18,ODD,43
723,19,EVEN,130
723,20,ODD,65
723,21,EVEN,196
723,22,EVEN,98
723,23,ODD,49
723,24,EVEN,148
723,25,EVEN,74
723,26,ODD,37
723,27,EVEN,112
723,28,EVEN,56
723,29,EVEN,28
723,30,EVEN,14
723,31,ODD,7
723,32,EVEN,22
723,33,ODD,11
723,34,EVEN,34
723,35,ODD,17
723,36,EVEN,52
723,37,EVEN,26
723,38,ODD,13
723,39,EVEN,40
723,40,EVEN,20
723,41,EVEN,10
723,42,ODD,5
723,43,EVEN,16
723,44,EVEN,8
723,45,EVEN,4
723,46,EVEN,2
723,47,END,1
857,1,ODD,857
857,2,EVEN,2572
857,3,EVEN,1286
857,4,ODD,643
857,5,EVEN,1930
857,6,ODD,965
857,7,EVEN,2896
857,8,EVEN,1448
857,9,EVEN,724
857,10,EVEN,362
857,11,ODD,181
857,12,EVEN,544
857,13,EVEN,272
857,14,EVEN,136
857,15,EVEN,68
857,16,EVEN,34
857,17,ODD,17
857,18,EVEN,52
857,19,EVEN,26
857,20,ODD,13
857,21,EVEN,40
857,22,EVEN,20
857,23,EVEN,10
857,24,ODD,5
857,25,EVEN,16
857,26,EVEN,8
857,27,EVEN,4
857,28,EVEN,2
857,29,END,1
698,1,EVEN,698
698,2,ODD,349
698,3,EVEN,1048
698,4,EVEN,524
698,5,EVEN,262
698,6,ODD,131
698,7,EVEN,394
698,8,ODD,197
698,9,EVEN,592
698,10,EVEN,296
698,11,EVEN,148
698,12,EVEN,74
698,13,ODD,37
698,14,EVEN,112
698,15,EVEN,56
698,16,EVEN,28
698,17,EVEN,14
698,18,ODD,7
698,19,EVEN,22
698,20,ODD,11
698,21,EVEN,34
698,22,ODD,17
698,23,EVEN,52
698,24,EVEN,26
698,25,ODD,13
698,26,EVEN,40
698,27,EVEN,20
698,28,EVEN,10
698,29,ODD,5
698,30,EVEN,16
698,31,EVEN,8
698,32,EVEN,4
698,33,EVEN,2
698,34,END,1
916,1,EVEN,916
916,2,EVEN,458
916,3,ODD,229
916,4,EVEN,688
916,5,EVEN,344
916,6,EVEN,172
916,7,EVEN,86
916,8,ODD,43
916,9,EVEN,130
916,10,ODD,65
916,11,EVEN,196
916,12,EVEN,98
916,13,ODD,49
916,14,EVEN,148
916,15,EVEN,74
916,16,ODD,37
916,17,EVEN,112
916,18,EVEN,56
916,19,EVEN,28
916,20,EVEN,14
916,21,ODD,7
916,22,EVEN,22
916,23,ODD,11
916,24,EVEN,34
916,25,ODD,17
916,26,EVEN,52
916,27,EVEN,26
916,28,ODD,13
916,29,EVEN,40
916,30,EVEN,20
916,31,EVEN,10
916,32,ODD,5
916,33,EVEN,16
916,34,EVEN,8
916,35,EVEN,4
916,36,EVEN,2
916,37,END,1
140,1,EVEN,140
140,2,EVEN,70
140,3,ODD,35
140,4,EVEN,106
140,5,ODD,53
140,6,EVEN,160
140,7,EVEN,80
140,8,EVEN,40
140,9,EVEN,20
140,10,EVEN,10
140,11,ODD,5
140,12,EVEN,16
140,13,EVEN,8
140,14,EVEN,4
140,15,EVEN,2
140,16,END,1
715,1,ODD,715
715,2,EVEN,2146
715,3,ODD,1073
715,4,EVEN,3220
715,5,EVEN,1610
715,6,ODD,805
715,7,EVEN,2416
715,8,EVEN,1208
715,9,EVEN,604
715,10,EVEN,302
715,11,ODD,151
715,12,EVEN,454
715,13,ODD,227
715,14,EVEN,682
715,15,ODD,341
715,16,EVEN,1024
715,17,EVEN,512
715,18,EVEN,256
715,19,EVEN,128
715,20,EVEN,64
715,21,EVEN,32
715,22,EVEN,16
715,23,EVEN,8
715,24,EVEN,4
715,25,EVEN,2
715,26,END,1
741,1,ODD,741
741,2,EVEN,2224
741,3,EVEN,1112
741,4,EVEN,556
741,5,EVEN,278
741,6,ODD,139
741,7,EVEN,418
741,8,ODD,209
741,9,EVEN,628
741,10,EVEN,314
741,11,ODD,157
741,12,EVEN,472
741,13,EVEN,236
741,14,EVEN,118
741,15,ODD,59
741,16,EVEN,178
741,17,ODD,89
741,18,EVEN,268
741,19,EVEN,134
741,20,ODD,67
741,21,EVEN,202
741,22,ODD,101
741,23,EVEN,304
741,24,EVEN,152
741,25,EVEN,76
741,26,EVEN,38
741,27,ODD,19
741,28,EVEN,58
741,29,ODD,29
741,30,EVEN,88
741,31,EVEN,44
741,32,EVEN,22
741,33,ODD,11
741,34,EVEN,34
741,35,ODD,17
741,36,EVEN,52
741,37,EVEN,26
741,38,ODD,13
741,39,EVEN,40
741,40,EVEN,20
741,41,EVEN,10
741,42,ODD,5
741,43,EVEN,16
741,44,EVEN,8
741,45,EVEN,4
741,46,EVEN,2
741,47,END,1
845,1,ODD,845
845,2,EVEN,2536
845,3,EVEN,1268
845,4,EVEN,634
845,5,ODD,317
845,6,EVEN,952
845,7,EVEN,476
845,8,EVEN,238
845,9,ODD,119
845,10,EVEN,358
845,11,ODD,179
845,12,EVEN,538
845,13,ODD,269
845,14,EVEN,808
845,15,EVEN,404
845,16,EVEN,202
845,17,ODD,101
845,18,EVEN,304
845,19,EVEN,152
845,20,EVEN,76
845,21,EVEN,38
845,22,ODD,19
845,23,EVEN,58
845,24,ODD,29
845,25,EVEN,88
845,26,EVEN,44
845,27,EVEN,22
845,28,ODD,11
845,29,EVEN,34
845,30,ODD,17
845,31,EVEN,52
845,32,EVEN,26
845,33,ODD,13
845,34,EVEN,40
845,35,EVEN,20
845,36,EVEN,10
845,37,ODD,5
845,38,EVEN,16
845,39,EVEN,8
845,40,EVEN,4
845,41,EVEN,2
845,42,END,1
22,1,EVEN,22
22,2,ODD,11
22,3,EVEN,34
22,4,ODD,17
22,5,EVEN,52
22,6,EVEN,26
22,7,ODD,13
22,8,EVEN,40
22,9,EVEN,20
22,10,EVEN,10
22,11,ODD,5
22,12,EVEN,16
22,13,EVEN,8
22,14,EVEN,4
22,15,EVEN,2
22,16,END,1
863,1,ODD,863
863,2,EVEN,2590
863,3,ODD,1295
863,4,EVEN,3886
863,5,ODD,1943
863,6,EVEN,5830
863,7,ODD,2915
863,8,EVEN,8746
863,9,ODD,4373
863,10,EVEN,13120
863,11,EVEN,6560
863,12,EVEN,3280
863,13,EVEN,1640
863,14,EVEN,820
863,15,EVEN,410
863,16,ODD,205
863,17,EVEN,616
863,18,EVEN,308
863,19,EVEN,154
863,20,ODD,77
863,21,EVEN,232
863,22,EVEN,116
863,23,EVEN,58
863,24,ODD,29
863,25,EVEN,88
863,26,EVEN,44
863,27,EVEN,22
863,28,ODD,11
863,29,EVEN,34
863,30,ODD,17
863,31,EVEN,52
863,32,EVEN,26
863,33,ODD,13
863,34,EVEN,40
863,35,EVEN,20
863,36,EVEN,10
863,37,ODD,5
863,38,EVEN,16
863,39,EVEN,8
863,40,EVEN,4
863,41,EVEN,2
863,42,END,1
946,1,EVEN,946
946,2,ODD,473
946,3,EVEN,1420
946,4,EVEN,710
946,5,ODD,355
946,6,EVEN,1066
946,7,ODD,533
